identifier,asset_type,instruction,eligible_for_bounty,eligible_for_submission,availability_requirement,confidentiality_requirement,integrity_requirement,max_severity,system_tags,created_at,updated_at
nlkvpn2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:21 UTC,2024-07-18 16:19:21 UTC
us2-sip.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
lyncdiscover.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
*.crivo.com.br,WILDCARD,,false,true,high,high,high,critical,,2024-08-05 13:49:43 UTC,2024-08-05 13:49:43 UTC
api-np.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
iimadmin.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
images.dgt.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
creditprofile.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
tuls.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
fssummit.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
tu-api-np.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:00 UTC,2024-07-18 16:20:00 UTC
globalcreditconnect-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
agilecentral.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
smadmin-uat2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
dataconnect-mem.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
conteudo.brasil.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
qexadmin.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
*.transunioncentralamerica.com,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:36:45 UTC,2024-04-01 18:36:45 UTC
idmanager.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
consumerconnect.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
*.transunion.com,WILDCARD,,false,true,high,high,high,critical,,2024-02-12 20:57:10 UTC,2024-07-18 16:18:42 UTC
api.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:38 UTC,2024-07-18 16:18:38 UTC
us2-wc.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
commercialapi.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
associatecert.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
lon02vpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
cmsstage.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:53 UTC,2024-07-18 16:20:53 UTC
tuph-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
*.zipcode.com.br,WILDCARD,,false,true,high,high,high,critical,,2024-08-06 08:21:17 UTC,2024-08-06 08:21:17 UTC
certuserdirect-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
vpn2.npac.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
ct.categorisation.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
cmsstage.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
netaccessolb-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
cmspvw.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
tuneuat.tuintl.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
onlinedisputeform.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:35 UTC,2024-07-18 16:19:35 UTC
tuin-pvw2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
cmsdev.transunion.mx,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
ph-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
workday.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
secure-ocs.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
tu-ipaas-np.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
smgw-uat1.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
api.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
suit.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
vpn3.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
tuca-pvw2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
nacam.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
hrcp.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
disputecenter.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
za-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
residentverify-ext.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
preemployment-uat2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
bravenewworlds.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
clientportal-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
vmanage-emea.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
*.neustar.biz,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:38:59 UTC,2024-04-01 18:38:59 UTC
direct.gov.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
pp.nhs.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
gfscs-orchestration-uat-staging.gcp.gfs.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
ct.nhs.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
residentapply-ext.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
dachi.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
apacvpn.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
feedback.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
fraud.transunion.com,URL,,false,true,high,high,high,critical,,2024-02-20 20:17:02 UTC,2024-07-18 16:19:01 UTC
tuciinquiry.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
tlo-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
decisioncentre.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
access3.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
hk1-wc.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
view3-readonly.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
nlkvpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:21 UTC,2024-07-18 16:19:21 UTC
niku.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:21 UTC,2024-07-18 16:19:21 UTC
restofafrica-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
danl.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
sp1-sip.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
odicert.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:21 UTC,2024-07-18 16:19:21 UTC
apiaccess.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
chn02-oob.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
tuftp.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
connect.openbanking.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
neuvpn.npac.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
lendprotectuk.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
degreed.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
sftp.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
mee.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
securewebtransfer.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
pp.cosmos.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
annualcreditreport.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
quickcheck2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
tuidm.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
phlvpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
stageglobaltech.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
fr.direct.gs.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
bpa.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
cmsstage.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
party.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
media.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
direct.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
apps1.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
jobs.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
aeperformance.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
indusindgateway.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
hdfcgateway.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
preemployment-uat3.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
mumvpn.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
direct-uat.businesssolutions.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
autodiscover.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
member.trueidentity.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
hk-help.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:17 UTC,2024-07-18 16:19:17 UTC
braimage.brasil.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
atlasws-sa.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
globaltech.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
us1fepool02-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
newsroom.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
ct.affordability.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
encrypted-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
lpdashboard-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
odsfiles.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:35 UTC,2024-07-18 16:19:35 UTC
view3-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
qa.categorisation.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
braspf.brasil.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
splunk-soar.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
tuph-pvw2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
sm-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
solutions.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:12 UTC,2024-07-18 16:21:12 UTC
residentid-ext.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
disputenotify.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
preemployment-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
api02-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:38 UTC,2024-07-18 16:18:38 UTC
stingray-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
viewdecision.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
dcuat.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
inc.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
newsroom.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
residentid.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
cm-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
ccrportal.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
media-stage.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
bralink.brasil.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
decisioncentre.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
cmsstage-web-guides.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
cibilvpnfw01.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
cmsstage.transunion.mx,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
consumer.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
lendprotect-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
164mail.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
decisioncentre-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
remedy-qa.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
residentscreening-ext.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
hko3w9ap01-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
api-de-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
remedy.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
tucache-prd.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
ciqa.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
financialpathway-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
lyncdiscover.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
creditvision.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
cfed-ext.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
de.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
*.transunion.hk,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 16:45:23 UTC,2024-04-01 16:45:23 UTC
icrs-fa.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
optimizely.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:35 UTC,2024-07-18 16:19:35 UTC
truvalidate-orchestration-prod.gcp.gfs.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:00 UTC,2024-07-18 16:20:00 UTC
cmsstage.transunion.ph,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
*.npac.com,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:39:43 UTC,2024-04-01 18:39:43 UTC
cl-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
sp1-wc.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
cmsstage.transunion.do,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
api-hc.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
*.transunion.ca,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:37:40 UTC,2024-04-01 18:37:40 UTC
solutions.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
api1-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:38 UTC,2024-07-18 16:18:38 UTC
pingcrt.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
disclosure.transunion.com,URL,,false,true,high,high,high,critical,,2024-02-20 20:14:48 UTC,2024-07-18 16:19:01 UTC
consumerconnectws.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
odsfiles-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:21 UTC,2024-07-18 16:19:21 UTC
decisionedge.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
truaudience.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
directaccess.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
mfi.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
hkdc2vpn.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
categorisation.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:10 UTC,2024-07-18 16:21:10 UTC
my3decision.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
us1owapool01-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
ocs-qc.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
cibilrank.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
workcenter.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
cfed-stg-ext.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
api-ipaas.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
affordability.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:10 UTC,2024-07-18 16:21:10 UTC
factory-beta.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
filetransfer.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
join.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
us1-wc.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
hkvpn.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
creditviewuat.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
consumerdispute-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
test-prama.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
fmo-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
transunionoffers-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
ct.decisionedge.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
nacam-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
fedcorp.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
pingvpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
viewdecision-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
sip.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:12 UTC,2024-07-18 16:21:12 UTC
learncore.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
hk-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
testapi.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
tuciinquiry-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
